,name,surname,salary
5179,Mike,Red,4500
5180,John,White,3000
5181,Mike,White,5250
5182,John,Cave,5750
5183,John,White,4500
5184,Mike,Feynman,5750
5185,John,Goodman,3750
5186,Henry,Goodman,6750
5187,Henry,White,5250
5188,Xico,Feynman,4250
5189,Henry,White,6750
5190,Xico,Feynman,4500
5191,Mike,Feynman,6750
5192,Mike,Feynman,5750
5193,Mike,Cave,4500
5194,John,White,5250
5195,John,Red,4250
5196,Roger,Feynman,6750
5197,Mike,Goodman,4500
5198,Henry,Feynman,3000
5199,Xico,White,3000
5200,Henry,Red,3000
5201,John,Goodman,4250
5202,Mike,Goodman,5750
5203,Mike,Cave,3000
5204,Xico,Feynman,3000
5205,Roger,Red,5750
5206,Xico,White,3000
5207,Roger,Cave,3750
5208,Henry,Red,6750
5209,John,Red,5250
5210,Xico,Cave,4250
5211,Xico,Goodman,5250
5212,Xico,Cave,3750
5213,Mike,Goodman,4250
5214,Roger,Cave,4500
5215,Xico,Goodman,4250
5216,Xico,Goodman,5750
5217,John,Goodman,4250
5218,John,Red,4500
5219,Mike,White,4500
5220,Xico,Red,3750
5221,Roger,White,3750
5222,Henry,White,3750
5223,Roger,White,3000
5224,Roger,Goodman,3750
5225,Roger,Goodman,5750
5226,John,Red,4500
5227,John,Cave,6750
5228,Henry,Goodman,5250
5229,Mike,Feynman,3750
5230,Xico,Feynman,6750
5231,Henry,Cave,4250
5232,Henry,Cave,3000
5233,Xico,Goodman,3000
5234,Henry,White,6750
5235,Xico,Goodman,3750
5236,Mike,Feynman,4500
5237,Henry,Cave,5750
5238,Mike,Goodman,4500
5239,Xico,Red,3000
5240,Henry,Cave,3000
5241,Mike,Goodman,5750
5242,Mike,Goodman,4500
5243,Xico,Cave,4500
5244,John,Cave,3000
5245,Roger,Red,4500
5246,Roger,Red,5750
5247,Roger,White,4250
5248,Mike,Goodman,5750
5249,Mike,Red,3000
5250,Mike,Goodman,4500
5251,Roger,Red,4250
5252,John,Feynman,4500
5253,Mike,Red,4500
5254,Xico,Goodman,5750
5255,Xico,Cave,3000
5256,John,Cave,4500
5257,Mike,White,4250
5258,Henry,Red,3000
5259,Roger,White,5250
5260,Henry,Red,4250
5261,Henry,Cave,4500
5262,Roger,Cave,4500
5263,Henry,White,3000
5264,Mike,Feynman,5250
5265,Henry,Feynman,3000
5266,Mike,White,4500
5267,Roger,Cave,6750
5268,Mike,Red,5750
5269,John,White,6750
5270,John,Cave,4250
5271,Mike,Goodman,4500
5272,Henry,White,3000
5273,Roger,Cave,4500
5274,Xico,Feynman,4500
5275,Xico,Red,3750
5276,Roger,Red,3000
5277,Mike,Cave,5250
5278,John,Goodman,6750
5279,Henry,Cave,3000
5280,John,Goodman,3000
5281,Roger,Cave,4500
5282,Xico,Cave,4500
5283,Xico,White,4500
5284,Henry,Feynman,3000
5285,Xico,Feynman,4500
5286,Henry,Feynman,4500
5287,John,Red,5250
5288,Xico,Red,3000
5289,Henry,Goodman,4500
5290,Xico,Red,3000
5291,Xico,White,5250
5292,Xico,Feynman,6750
5293,John,Goodman,5750
5294,Mike,Cave,3000
5295,Roger,White,4250
5296,Roger,White,4500
5297,Mike,Goodman,3000
5298,Mike,Red,3000
5299,Xico,Cave,4500
5300,Henry,White,3750
5301,Xico,White,3000
5302,Roger,Goodman,3000
5303,Xico,Cave,3000
5304,Roger,Cave,4250
5305,Henry,Red,6750
5306,Roger,Goodman,3000
5307,Xico,Red,4250
5308,Roger,White,5750
5309,Mike,White,3000
5310,Henry,Feynman,3000
5311,Mike,Red,5750
5312,Henry,Cave,4500
5313,John,Feynman,5750
5314,Mike,Feynman,4500
5315,John,Red,4250
5316,Mike,White,4250
5317,Henry,Feynman,5750
5318,John,White,4250
5319,Roger,White,4250
5320,Roger,Feynman,3000
5321,Henry,Red,3000
5322,John,White,4250
5323,Xico,White,5750
5324,Roger,White,5750
5325,Roger,Cave,3000
5326,Roger,Feynman,5750
5327,Xico,Feynman,4500
5328,Henry,Cave,3750
5329,Henry,Goodman,5750
5330,John,White,3000
5331,Xico,Goodman,5250
5332,Henry,Cave,5750
5333,John,Red,3000
5334,Xico,Red,5750
5335,Xico,Cave,5750
5336,Roger,Goodman,5750
5337,Henry,Cave,3750
5338,Xico,Red,5250
5339,Roger,Red,5250
5340,Mike,Red,3000
5341,Henry,Cave,5750
5342,Mike,Feynman,3000
5343,Roger,Goodman,3000
5344,John,Feynman,4250
5345,John,White,4500
5346,Henry,Goodman,5250
5347,Henry,Cave,3000
5348,Xico,Goodman,5750
5349,Mike,Red,5250
5350,Xico,Feynman,4250
5351,Xico,Red,3750
5352,Xico,Feynman,3000
5353,Roger,Feynman,3000
5354,Henry,Goodman,3000
5355,Roger,White,3000
5356,Mike,Red,5250
5357,Henry,Red,5250
5358,Roger,White,4250
5359,Roger,White,5250
5360,Mike,White,5750
5361,Xico,White,4500
5362,Xico,White,3750
5363,Xico,Feynman,5250
5364,Mike,Red,3000
5365,Roger,Cave,3000
5366,Henry,Red,3000
5367,Xico,Goodman,4500
5368,Xico,Cave,4250
5369,Mike,Red,5250
5370,Mike,Goodman,6750
5371,John,Cave,4500
5372,Mike,Goodman,5750
5373,Henry,Cave,4500
5374,Henry,Cave,3000
5375,Henry,Red,3750
5376,Xico,Cave,4500
5377,John,Goodman,6750
5378,Roger,Cave,6750
5379,Xico,Cave,3000
5380,Henry,Feynman,4250
5381,John,Red,4250
5382,Roger,White,4500
5383,Mike,Goodman,3000
5384,Henry,Cave,5750
5385,Roger,Feynman,4250
5386,Roger,Cave,5250
5387,Henry,Goodman,4250
5388,Xico,Goodman,3750
5389,Mike,Feynman,5250
5390,Mike,Feynman,3000
5391,Xico,Cave,4250
5392,John,White,3000
5393,Henry,Feynman,5750
5394,Mike,Cave,5750
5395,Henry,Feynman,3000
5396,John,Cave,4500
5397,Xico,Red,5750
5398,Xico,Goodman,3000
5399,Mike,White,3000
5400,Mike,Feynman,5750
5401,John,Feynman,3000
5402,Henry,Cave,4250
5403,John,Goodman,5750
5404,Henry,Feynman,3000
5405,Mike,White,3750
5406,Xico,Cave,5750
5407,Xico,Cave,3750
5408,Roger,Goodman,3750
5409,Henry,Feynman,5750
5410,John,Feynman,5750
5411,John,Goodman,5750
5412,John,Red,3000
5413,Xico,White,4250
5414,Roger,Feynman,6750
5415,Henry,White,5250
5416,Roger,Cave,5750
5417,Mike,Red,4500
5418,John,Goodman,4250
5419,Mike,Goodman,4250
5420,Henry,Cave,3750
5421,John,Red,4500
5422,Xico,Feynman,3000
5423,Mike,Goodman,3000
5424,Roger,Cave,6750
5425,Henry,Cave,4250
5426,Henry,Red,4250
5427,Roger,Cave,5750
5428,John,Red,4250
5429,Mike,Cave,5250
5430,Xico,Feynman,4500
5431,Henry,Red,4250
5432,Henry,Feynman,4500
5433,Henry,Goodman,4250
5434,Xico,Goodman,6750
5435,Roger,White,6750
5436,Henry,Goodman,4250
5437,John,Feynman,3000
5438,Roger,Red,3000
5439,Xico,Cave,6750
5440,John,Feynman,5250
5441,Mike,Goodman,3000
5442,Henry,Red,3000
5443,Xico,Red,4500
5444,Xico,Cave,5750
5445,Mike,Goodman,3000
5446,Mike,Feynman,5250
5447,Henry,Feynman,4500
5448,Xico,Red,3750
5449,Mike,Goodman,4500
5450,Roger,Feynman,4250
5451,Mike,Cave,5750
5452,Xico,White,6750
5453,Roger,White,5750
5454,Henry,Feynman,4500
5455,John,White,4500
5456,Mike,Cave,3000
5457,Xico,Goodman,5250
5458,John,Feynman,4500
5459,Roger,White,3750
5460,Henry,Feynman,4500
5461,Henry,Red,3000
5462,John,Red,3000
5463,Henry,Cave,4500
5464,Xico,Red,5750
5465,Henry,Feynman,6750
5466,Roger,Cave,4250
5467,Mike,Feynman,3750
5468,Xico,White,3750
5469,Roger,Cave,3000
5470,Mike,Red,4250
5471,Roger,Cave,3750
5472,Xico,Red,6750
5473,Roger,Goodman,3000
5474,John,White,4250
5475,Mike,Goodman,3000
5476,Roger,Goodman,4500
5477,Mike,Red,5750
5478,Roger,Red,4500
5479,Roger,White,4500
5480,Henry,Feynman,4500
5481,Xico,Cave,3000
5482,Henry,Feynman,5250
5483,Henry,Goodman,4500
5484,Mike,Goodman,3750
5485,Xico,Feynman,5750
5486,Mike,Feynman,3750
5487,Mike,Feynman,5750
5488,Mike,Feynman,4500
5489,Henry,Goodman,4500
5490,Mike,Goodman,5750
5491,Xico,Red,4500
5492,Roger,Goodman,3000
5493,Henry,White,5750
5494,John,White,4250
5495,John,Red,4500
5496,Mike,Cave,5250
5497,Xico,Red,3000
5498,Mike,White,5250
5499,John,White,6750
5500,John,White,6750
5501,Roger,Red,5750
5502,Roger,Cave,5750
5503,Roger,Red,4500
5504,Mike,Goodman,6750
5505,Henry,Goodman,5750
5506,Mike,Cave,4500
5507,John,White,4500
5508,Roger,Feynman,5750
5509,Mike,Goodman,5750
5510,Henry,Red,4250
5511,Xico,Red,6750
5512,Roger,Goodman,4250
5513,Henry,Feynman,5750
5514,Mike,Feynman,4500
5515,Roger,Red,6750
5516,Roger,Feynman,5750
5517,Mike,White,3000
5518,Roger,Feynman,3750
5519,Henry,Feynman,3750
5520,Roger,Cave,5250
5521,Roger,White,3000
5522,Henry,Cave,3750
5523,Mike,Feynman,4500
5524,Roger,White,5250
5525,Xico,Cave,3000
5526,Mike,Goodman,5750
5527,Roger,White,4500
5528,Henry,Feynman,6750
5529,Roger,Red,4500
5530,Henry,Red,3000
5531,Mike,White,4500
5532,Xico,White,3750
5533,Mike,Cave,5750
5534,Roger,Goodman,6750
5535,Henry,White,3750
5536,John,Feynman,4500
5537,Mike,Feynman,5750
5538,Henry,Cave,3750
5539,Henry,Feynman,4500
5540,Henry,Goodman,6750
5541,Roger,Red,6750
5542,Henry,Red,4500
5543,Mike,Cave,3000
5544,Roger,Feynman,5250
5545,Roger,White,4250
5546,Xico,Feynman,3750
5547,Henry,Cave,4250
5548,Roger,Goodman,3000
5549,Mike,Cave,3000
5550,Roger,Cave,4500
5551,Xico,Red,6750
5552,Xico,Goodman,3000
5553,John,Feynman,5250
5554,Roger,Red,6750
5555,Xico,Red,4500
5556,Mike,White,3750
5557,Roger,Feynman,5750
5558,John,Feynman,3000
5559,John,Cave,5750
5560,Henry,White,5250
5561,Roger,White,5250
5562,Mike,Cave,5250
5563,John,Feynman,4500
5564,John,White,3750
5565,Xico,Cave,6750
5566,Xico,Feynman,3750
5567,John,Red,6750
5568,Roger,Feynman,5750
5569,Xico,Cave,4500
5570,Henry,White,4500
5571,Xico,White,3750
5572,Mike,Cave,3000
5573,Xico,Goodman,3000
5574,Roger,Feynman,5750
5575,Henry,Cave,3750
5576,Roger,Goodman,5750
5577,Mike,Feynman,3000
5578,John,White,3750
5579,Henry,Cave,4500
5580,Henry,Feynman,4500
5581,Xico,Red,5250
5582,Henry,White,5750
5583,Henry,Red,5750
5584,Mike,Goodman,3000
5585,Xico,Feynman,5750
5586,Henry,White,4500
5587,John,White,4500
5588,Xico,Cave,5250
5589,Mike,Red,3000
5590,Roger,Goodman,6750
5591,Xico,Cave,3750
5592,Henry,Goodman,3750
5593,John,Red,5750
5594,John,Feynman,4500
5595,Xico,Feynman,4250
5596,John,Goodman,5250
5597,Henry,Goodman,5250
5598,Roger,Red,3750
5599,Xico,Goodman,4250
5600,Roger,Goodman,5750
5601,Mike,Red,4500
5602,John,Cave,4500
5603,Mike,Goodman,3000
5604,Henry,Goodman,4500
5605,Roger,White,6750
5606,John,Red,4250
5607,John,Feynman,4250
5608,Roger,White,5250
5609,Xico,Cave,3000
5610,John,Cave,6750
5611,Mike,Goodman,3000
5612,Mike,Feynman,5750
5613,Mike,Cave,5250
5614,Henry,Red,5750
5615,John,Cave,4500
5616,Roger,Feynman,3000
5617,Mike,White,5250
5618,John,Red,3000
5619,Roger,Red,3000
5620,Henry,Cave,4500
5621,Xico,White,5250
5622,Xico,White,4500
5623,Mike,Feynman,4250
5624,John,White,3750
5625,Mike,White,3000
5626,Roger,Goodman,4250
5627,Mike,Cave,3000
5628,Xico,White,6750
5629,Mike,White,3750
5630,Roger,White,5750
5631,John,White,4500
5632,John,Feynman,5750
5633,Xico,Red,3000
5634,Roger,Feynman,3750
5635,Roger,Goodman,5750
5636,Henry,Goodman,3000
5637,John,Goodman,4500
5638,Henry,Red,4500
5639,Xico,Red,4250
5640,Xico,Goodman,3750
5641,Xico,Cave,5750
5642,Mike,Goodman,5750
5643,Henry,Feynman,4500
5644,Henry,White,4500
5645,Mike,Goodman,5750
5646,Henry,Feynman,5250
5647,Xico,Goodman,5750
5648,Roger,Cave,3000
5649,John,Red,5750
5650,Mike,Red,4500
5651,John,Goodman,5250
5652,John,Red,5250
5653,Mike,Feynman,3750
5654,Henry,Cave,4500
5655,John,White,5750
5656,Roger,Red,4500
5657,Roger,Feynman,5750
5658,Roger,White,6750
5659,Henry,Cave,3000
5660,Xico,Goodman,6750
5661,Roger,Red,4500
5662,Roger,Feynman,3000
5663,John,Red,4500
5664,Xico,Goodman,3000
5665,Roger,Red,4500
5666,Mike,Feynman,3000
5667,John,Feynman,4500
5668,Xico,Goodman,3000
5669,Henry,White,3750
5670,Mike,White,4250
5671,Xico,Cave,5750
5672,Mike,Goodman,3750
5673,Xico,White,5250
5674,Henry,Cave,4500
5675,Mike,Red,3750
5676,Mike,Cave,3750
5677,Roger,White,3000
5678,Roger,Cave,3000
5679,Roger,White,5750
5680,John,Feynman,4250
5681,Xico,Feynman,3000
5682,Roger,Cave,4500
5683,John,Goodman,3750
5684,Mike,Red,3750
5685,John,Feynman,4500
5686,Roger,Cave,3000
5687,Xico,Red,5750
5688,Xico,Feynman,4250
5689,Roger,White,4500
5690,Mike,Feynman,6750
5691,Mike,White,6750
5692,Mike,Goodman,4500
5693,Mike,Red,4500
5694,Mike,Cave,5750
5695,Xico,Red,5250
5696,Roger,Goodman,6750
5697,Xico,Feynman,4250
5698,Xico,White,4500
5699,Henry,White,4500
5700,John,Red,3000
5701,Roger,Cave,5750
5702,John,Goodman,5750
5703,John,Goodman,4500
5704,Mike,Cave,4500
5705,Mike,Goodman,5750
5706,Mike,Feynman,5750
5707,Mike,Cave,5750
5708,Henry,Goodman,3000
5709,Xico,Goodman,5750
5710,Roger,Cave,4250
5711,Xico,Feynman,3000
5712,Roger,Cave,5750
5713,Xico,Feynman,3750
5714,Henry,Goodman,4250
5715,Henry,Feynman,3000
5716,John,White,5750
5717,Mike,Feynman,3750
5718,Henry,Cave,3000
5719,Roger,Red,3750
5720,Mike,Red,3000
5721,John,Cave,4500
5722,Mike,Feynman,4500
5723,Mike,Red,3000
5724,Mike,White,3750
5725,John,Goodman,3750
5726,Mike,White,3750
5727,Roger,White,6750
5728,Roger,Cave,6750
5729,Roger,White,3000
5730,Roger,Cave,6750
5731,Xico,Cave,4500
5732,Roger,White,3750
5733,Henry,Red,5750
5734,John,Red,4250
5735,Henry,Goodman,5750
5736,Roger,White,5750
5737,John,White,4500
5738,Henry,Goodman,4250
5739,Henry,Feynman,3750
5740,Roger,Goodman,5750
5741,Xico,Red,3750
5742,Xico,Feynman,5750
5743,Mike,White,5250
5744,Mike,White,3000
5745,John,Red,4500
5746,Xico,White,3000
5747,Mike,White,3000
5748,John,Feynman,3000
5749,Mike,Red,6750
5750,John,Feynman,5250
5751,Mike,Cave,5750
5752,Roger,White,4250
5753,Mike,White,4500
5754,Mike,Cave,3000
5755,John,Goodman,5750
5756,John,White,3750
5757,Henry,Red,3000
5758,Mike,White,3750
5759,Henry,Cave,4500
5760,Henry,Feynman,5750
5761,Roger,White,4250
5762,Mike,Feynman,5750
5763,Henry,Goodman,6750
5764,Mike,White,5750
5765,Mike,Red,3750
5766,Mike,Feynman,3000
5767,John,Cave,4500
5768,Mike,Red,6750
5769,Mike,White,5750
5770,Xico,Red,3000
5771,Xico,Feynman,4500
5772,John,Cave,3000
5773,Roger,White,5750
5774,John,Feynman,4500
5775,Mike,Red,3750
5776,Roger,White,5250
5777,Xico,White,4500
5778,Xico,Goodman,4250
5779,Mike,Goodman,4500
5780,Henry,Goodman,3000
5781,Roger,Cave,5250
5782,Xico,White,3750
5783,John,White,5750
5784,Xico,Feynman,5250
5785,Xico,Goodman,4500
5786,Henry,Goodman,3000
5787,John,White,3750
5788,John,Feynman,4250
5789,Roger,Red,5750
5790,Mike,Cave,4250
5791,Xico,Goodman,4500
5792,Henry,White,3000
5793,Xico,Feynman,3750
5794,Xico,Feynman,4500
5795,Mike,Cave,3750
5796,Henry,Red,3000
5797,Henry,Red,4250
5798,Roger,Feynman,5750
5799,Mike,Red,3750
5800,Mike,Goodman,4250
5801,Xico,White,3000
5802,John,Red,3000
5803,John,Red,5250
5804,Henry,Red,4500
5805,Mike,Cave,3000
5806,John,Feynman,3000
5807,Roger,Red,3000
5808,Henry,Goodman,5750
5809,Roger,Feynman,3000
5810,Xico,Cave,3000
5811,Xico,Goodman,5750
5812,Henry,Feynman,3750
5813,Roger,Feynman,3000
5814,John,White,5750
5815,Henry,Cave,4500
5816,Henry,Cave,4500
5817,Roger,Goodman,3000
5818,Mike,White,3000
5819,Roger,Cave,3000
5820,Mike,Cave,4500
5821,Henry,Feynman,4500
5822,Henry,Red,5250
5823,Roger,Feynman,5750
5824,Roger,Red,6750
5825,Henry,Goodman,4500
5826,Mike,Red,5250
5827,Henry,White,3000
5828,Mike,Feynman,4500
5829,Mike,Feynman,5750
5830,Roger,Cave,3000
5831,John,Red,5750
5832,Mike,Red,3000
5833,Henry,Feynman,6750
5834,Mike,Goodman,4500
5835,John,White,4250
5836,Xico,Red,3750
5837,Henry,Cave,4500
5838,Xico,Red,5750
5839,John,Red,5250
5840,Mike,White,3000
5841,Xico,Goodman,6750
5842,Henry,Cave,3000
5843,Roger,Goodman,3000
5844,Mike,Goodman,3000
5845,Roger,White,3000
5846,Mike,White,3000
5847,John,Feynman,5250
5848,Mike,Red,5750
5849,Henry,Red,3750
5850,Roger,Red,4250
5851,John,Cave,4500
5852,Mike,Feynman,3000
5853,Mike,White,6750
5854,Xico,Goodman,5250
5855,Roger,Feynman,3750
5856,Henry,Goodman,5750
5857,John,Feynman,5250
5858,Henry,White,4250
5859,Mike,Red,5750
5860,John,Feynman,5750
5861,Mike,Red,3000
5862,Roger,Red,4250
5863,Mike,Red,4250
5864,Xico,White,6750
5865,John,Red,5750
5866,Roger,White,6750
5867,John,Red,4500
5868,Roger,White,4500
5869,John,Feynman,3000
5870,John,Red,3000
5871,Mike,White,3000
5872,Henry,Feynman,5750
5873,Henry,Red,5250
5874,Roger,White,5250
5875,Xico,White,3000
5876,John,Cave,4500
5877,Roger,Feynman,4500
5878,Henry,Red,4250
5879,Xico,Goodman,3000
5880,Henry,Feynman,5250
5881,Mike,Red,6750
5882,Henry,Red,5750
5883,Mike,Cave,4500
5884,John,Red,3000
5885,Mike,Red,3000
5886,John,Goodman,5250
5887,Roger,Red,4500
5888,Roger,Goodman,3750
5889,Xico,White,4500
5890,Mike,Red,5750
5891,Xico,Red,5250
5892,Xico,White,5250
5893,Henry,White,4500
5894,Roger,Cave,4500
5895,Mike,Cave,5750
5896,Xico,Feynman,5250
5897,Henry,Red,5250
5898,Mike,Goodman,4500
5899,Henry,Goodman,6750
5900,Henry,Goodman,4500
5901,Xico,Goodman,4500
5902,John,White,5750
5903,Xico,Feynman,4500
5904,Henry,White,4250
5905,Mike,Cave,6750
5906,Henry,Feynman,3750
5907,Xico,Feynman,5250
5908,Xico,White,5250
5909,Roger,White,3000
5910,John,Goodman,4500
5911,Roger,Feynman,5250
5912,Xico,White,5750
5913,Xico,Feynman,6750
5914,Henry,Red,3750
5915,Roger,Feynman,4500
5916,Henry,Red,3000
5917,Henry,Goodman,5250
5918,Xico,Feynman,4500
5919,John,Red,3750
5920,Xico,Goodman,4250
5921,Roger,Goodman,4500
5922,John,Feynman,3000
5923,Roger,White,4500
5924,Henry,Red,4250
5925,Mike,Red,6750
5926,Roger,Feynman,5750
5927,Xico,Goodman,5750
5928,Xico,Feynman,5750
5929,Xico,Red,3750
5930,John,Goodman,4500
5931,Mike,Feynman,4500
5932,Henry,Red,3000
5933,Xico,Goodman,3000
5934,Roger,Goodman,4250
5935,Mike,Red,6750
5936,Roger,Goodman,5250
5937,Roger,Feynman,3000
5938,Mike,Feynman,3000
5939,Mike,Goodman,5750
5940,John,Goodman,3000
5941,Xico,Feynman,3000
5942,Henry,Red,4500
5943,Henry,White,4500
5944,Roger,Cave,5750
5945,Henry,White,5750
5946,John,White,3750
5947,John,Goodman,5750
5948,Henry,Goodman,3750
5949,Roger,Goodman,4250
5950,Roger,Red,3000
5951,Xico,Goodman,3000
5952,John,White,6750
5953,Roger,Red,5750
5954,John,Cave,3750
5955,Roger,White,5750
5956,John,White,5750
5957,Mike,Cave,3000
5958,Mike,Cave,5750
5959,Xico,Feynman,4250
5960,Henry,White,4500
5961,John,Cave,5750
5962,Henry,White,4250
5963,Henry,Red,5750
5964,Xico,Cave,4500
5965,Henry,White,5750
5966,Mike,Goodman,5750
5967,Xico,Goodman,5250
5968,Henry,Feynman,5750
5969,Henry,Goodman,6750
5970,John,Goodman,3750
5971,Roger,Red,4250
5972,Roger,Cave,4500
5973,Xico,White,3000
5974,Mike,Red,3000
5975,Roger,Feynman,3000
5976,Mike,Cave,4500
5977,John,Cave,3750
5978,Xico,White,5250
5979,Xico,Goodman,3000
5980,Henry,Feynman,6750
5981,Roger,Red,5750
5982,Henry,Feynman,4500
5983,Roger,White,4500
5984,John,Red,6750
5985,John,Goodman,4500
5986,Xico,Red,5250
5987,Henry,White,3750
5988,Mike,Goodman,4250
5989,Henry,Goodman,5250
5990,John,Goodman,4500
5991,Xico,White,5750
5992,John,Cave,3000
5993,Mike,Goodman,3000
5994,Mike,White,3000
5995,John,Goodman,4500
5996,John,Goodman,3750
5997,Roger,White,5750
5998,Xico,Feynman,3750
5999,Henry,Red,4500
6000,Mike,Feynman,5250
6001,John,Red,5750
6002,Mike,Cave,3000
6003,Henry,Cave,3000
6004,Mike,Cave,3750
6005,Henry,Goodman,3000
6006,Mike,Feynman,6750
6007,Mike,Feynman,6750
6008,Henry,White,3000
6009,Henry,White,4500
6010,Mike,White,4500
6011,John,Feynman,6750
6012,Roger,Red,5750
6013,John,White,5750
6014,Mike,Goodman,6750
6015,Henry,Cave,3000
6016,Henry,White,6750
6017,Henry,Feynman,4500
6018,Henry,White,3000
6019,Henry,Cave,6750
6020,Henry,White,3000
6021,Henry,White,4250
6022,John,White,4500
6023,John,Goodman,4250
6024,Mike,Cave,4500
6025,John,Cave,5750
6026,Mike,Cave,4500
6027,Mike,Feynman,3000
6028,John,Cave,5750
6029,Mike,Red,4500
6030,Henry,Cave,3000
6031,Mike,Red,3000
6032,Xico,Goodman,3000
6033,Henry,Cave,4500
6034,Mike,Red,5750
6035,Xico,Goodman,4500
6036,John,Red,3750
6037,Mike,White,3000
6038,Mike,White,4500
6039,Roger,Red,5250
6040,Mike,Red,4500
6041,Roger,Red,3750
6042,Mike,Feynman,3750
6043,Xico,Red,4500
6044,Roger,Red,5750
6045,Mike,White,4500
6046,Mike,Goodman,4500
6047,Roger,Cave,4250
6048,John,Cave,4500
6049,Henry,Red,4500
6050,Mike,Cave,6750
6051,Roger,Cave,4250
6052,Roger,Cave,4500
6053,Henry,Feynman,5750
6054,Roger,Goodman,3750
6055,John,Cave,3000
6056,Xico,Red,4500
6057,Xico,White,3000
6058,John,Feynman,3000
6059,Xico,Goodman,5750
6060,Roger,White,3000
6061,Mike,Goodman,3000
6062,Xico,Red,4250
6063,Mike,Feynman,3000
6064,Mike,Red,4500
6065,Mike,Feynman,5750
6066,Roger,Red,3750
6067,John,Goodman,4500
6068,Roger,Goodman,3000
6069,Roger,Goodman,3750
6070,Xico,Cave,3000
6071,Roger,Cave,6750
6072,Henry,Feynman,5750
6073,Mike,Red,3750
6074,Roger,Red,4500
6075,Mike,Cave,4250
6076,Mike,Cave,5750
6077,Xico,White,3000
6078,Roger,Red,5250
6079,John,Red,3000
6080,Henry,Cave,3000
6081,Roger,White,5250
6082,Henry,Feynman,5250
6083,Roger,Feynman,5750
6084,Henry,Feynman,5750
6085,Henry,Red,3000
6086,Henry,White,4500
6087,Mike,White,4250
6088,John,Red,3000
6089,John,Cave,3000
6090,John,White,3000
6091,Roger,White,5750
6092,Henry,Red,4500
6093,Roger,Cave,4500
6094,John,Cave,4500
6095,Henry,White,3000
6096,John,White,3750
6097,Henry,Goodman,3000
6098,Henry,Feynman,3000
6099,Mike,White,6750
6100,Roger,Feynman,5250
6101,Mike,Red,5750
6102,Henry,Red,4500
6103,Mike,Red,3000
6104,John,White,4250
6105,Roger,Goodman,3000
6106,Xico,Goodman,3000
6107,Xico,Goodman,3000
6108,Roger,Cave,4250
6109,Mike,Cave,3000
6110,Roger,Red,3000
6111,Xico,White,4500
6112,Xico,Red,3000
6113,Roger,White,4500
6114,Roger,Goodman,5250
6115,Henry,White,3000
6116,Henry,Red,6750
6117,Roger,Red,5750
6118,Roger,Feynman,4250
6119,Henry,Red,5250
6120,John,Feynman,4250
6121,Henry,Cave,4250
6122,Xico,White,5750
6123,Henry,White,5750
6124,Xico,Cave,4500
6125,Roger,Feynman,5750
6126,Xico,Goodman,6750
6127,John,Red,4500
6128,Mike,Cave,5750
6129,Mike,White,5250
6130,Mike,Red,4500
6131,John,White,6750
6132,Roger,Cave,3750
6133,Roger,Feynman,4250
6134,Xico,Cave,3000
6135,Roger,Feynman,4500
6136,Henry,White,5750
6137,Henry,White,6750
6138,Xico,Red,4500
6139,Mike,Goodman,3000
6140,John,Cave,6750
6141,Xico,Red,4250
6142,Xico,Goodman,4500
6143,Roger,White,5750
6144,Roger,White,5250
6145,Roger,Goodman,5750
6146,Henry,Feynman,4500
6147,Mike,Goodman,3750
6148,Mike,Cave,3000
6149,Henry,Goodman,5250
6150,Mike,White,4250
6151,Mike,Goodman,4500
6152,Xico,Goodman,5750
6153,Mike,Feynman,5750
6154,Roger,Feynman,5250
6155,Henry,Feynman,4500
6156,Roger,Red,4250
6157,John,Cave,4500
6158,Roger,Cave,6750
6159,Xico,Goodman,6750
6160,Roger,Feynman,4500
6161,Xico,Red,3000
6162,Mike,Red,4250
6163,Henry,Cave,5250
6164,John,Feynman,6750
6165,John,Goodman,5750
6166,John,White,3750
6167,Henry,Goodman,5750
6168,Xico,Goodman,4500
6169,John,Cave,4500
6170,Roger,Feynman,5250
6171,Roger,Cave,3000
6172,Mike,Feynman,3000
6173,Mike,Cave,5250
6174,Xico,Red,5750
6175,Roger,Red,5250
6176,Roger,Feynman,4500
6177,Mike,Cave,3000
6178,John,White,3000
6179,Roger,White,4250
6180,Henry,Cave,3000
6181,Roger,Feynman,4250
6182,John,Red,3000
6183,Xico,White,4500
6184,John,Cave,5250
6185,Henry,Goodman,4250
6186,Roger,Goodman,5750
6187,Henry,Feynman,5750
6188,Xico,Red,5750
6189,Xico,Cave,3000
6190,Henry,Red,4250
6191,John,Feynman,5250
6192,Roger,Cave,3000
6193,Henry,Goodman,5750
6194,Roger,Feynman,5750
6195,Roger,Feynman,4500
6196,Xico,Cave,5750
6197,Xico,Cave,5250
6198,Xico,White,5750
6199,Henry,White,4500
6200,Mike,Red,3000
6201,Mike,White,4500
6202,John,Feynman,5750
6203,Mike,Feynman,3750
6204,John,White,4250
6205,Henry,Goodman,4500
6206,Roger,White,6750
6207,Roger,Cave,6750
6208,Xico,White,4250
6209,Roger,White,3750
6210,John,Feynman,3750
6211,Roger,Cave,5750
6212,Mike,Red,6750
6213,Roger,Red,4500
6214,John,White,4500
6215,Henry,Red,3000
6216,Roger,White,4500
6217,Mike,Red,5250
6218,Mike,Cave,3750
6219,Xico,White,3750
6220,Mike,White,3750
